,City,Country,Major_Geo_Region,HDI_level,Climate_region,WHO_region,annual_avg_2010,peak_NDVI_2010,annual_weight_avg_2010,peak_weight_2010,indicator_2010,annual_avg_2015,peak_NDVI_2015,annual_weight_avg_2015,indicator_2015,peak_weight_2015,annual_avg_2020,peak_NDVI_2020,annual_weight_avg_2020,peak_weight_2020,indicator_2020,annual_avg_2021,peak_NDVI_2021,annual_weight_avg_2021,indicator_2021,peak_weight_2021
562,Madrid,Spain,Europe,Very high,Arid,Europe,0.1858239,0.235358053,0.179390296,0.228318266,Very Low,0.263008669,0.292849697,0.256017575,Very Low,0.285634639,0.264651563,0.31845237,0.259213263,0.311764262,Low,0.216023207,0.330550477,0.210726033,Low,0.323802001
563,Madurai,India,Asia,Medium,Tropical,South-East Asia,0.252857365,0.278116826,0.123748553,0.268998437,Very Low,0.351329043,0.391145858,0.349697156,Low,0.386839294,0.352148197,0.425476493,0.344629025,0.414505037,Moderate,0.353090395,0.366150572,0.346423011,Low,0.358049876
564,Magelang,Indonesia,Asia,High,Tropical,South-East Asia,0.369571429,0.514087257,0.321068415,0.425993122,Moderate,0.505198618,0.565097367,0.47321558,High,0.531094184,0.531640333,0.560634258,0.50065782,0.524973476,High,0.502333075,0.536728288,0.469953645,High,0.505592414
565,Mahagi,Democratic Republic of the Congo,Africa,Low,Tropical,Africa,0.511415274,0.573218433,0.507834236,0.578376406,High,0.499851143,0.542953585,0.503531781,High,0.548853227,0.504536215,0.549377496,0.508375994,0.554041331,High,0.523865889,0.565647342,0.527254613,High,0.568827691
566,Maiduguri,Nigeria,Africa,Low,Arid,Africa,0.125291469,0.171465061,0.095928216,0.18662565,Exceptionally Low,0.20766566,0.255574869,0.220476825,Very Low,0.265098631,0.200887669,0.2413773,0.213234395,0.254300041,Very Low,0.200017767,0.225875822,0.213176557,Very Low,0.239620252
567,Mainpuri,India,Asia,Medium,Temperate,South-East Asia,0.259846771,0.296956456,0.195829781,0.297670224,Very Low,0.304040729,0.353992803,0.305034752,Low,0.35420095,0.302300694,0.335603084,0.303901839,0.338005987,Low,0.326436565,0.37056883,0.328161939,Low,0.372575833
568,Makassar,Indonesia,Asia,High,Tropical,South-East Asia,0.33096732,0.369739342,0.215041124,0.330043846,Low,0.347593959,0.395692786,0.286780796,Low,0.344508621,0.372026111,0.426007218,0.306255303,0.336035294,Low,0.363190375,0.389759785,0.314216162,Low,0.330089429
569,Makhachkala,Russian Federation,Europe,Very high,Arid,Europe,0.192338358,0.260983759,0.196087336,0.266223829,Very Low,0.242499849,0.305041479,0.247592637,Low,0.311233019,0.221083279,0.26723655,0.225224051,0.272713453,Very Low,0.224402782,0.285597703,0.22873432,Very Low,0.291272468
570,Malaga,Spain,Europe,Very high,Temperate,Europe,0.15849372,0.19516803,0.154466007,0.19843737,Exceptionally Low,0.221504378,0.261724241,0.225364504,Very Low,0.262120956,0.214105971,0.254296768,0.215258849,0.25556185,Very Low,0.220652375,0.258837861,0.22407907,Very Low,0.258794632
571,Malappuram,India,Asia,Medium,Tropical,South-East Asia,0.370332223,0.487368466,0.273907127,0.487053089,Moderate,0.576302165,0.639568552,0.574376747,Very High,0.639225688,0.558548419,0.607582007,0.555661022,0.602081361,Very High,0.536933752,0.579874964,0.535264403,High,0.578663218
572,Malé,Maldives,Asia,High,Tropical,South-East Asia,NA,NA,NA,NA,NA,0.041299598,0.045391707,0.060979254,Exceptionally Low,0.06918106,0.043685647,0.049791637,0.064553253,0.074158636,Exceptionally Low,0.044625312,0.050726761,0.06715649,Exceptionally Low,0.075756675
573,Malegaon,India,Asia,Medium,Arid,South-East Asia,0.234431378,0.305611504,0.175980839,0.305641519,Low,0.24728257,0.301576209,0.24756819,Low,0.301126521,0.275094634,0.342584901,0.275577676,0.343849617,Low,0.21052831,0.277992094,0.211203587,Very Low,0.278720246
574,Managua,Nicaragua,Latin America and the Caribbean,Medium,Tropical,Americas,0.345714023,0.419846353,0.31725896,0.400324668,Moderate,0.376319115,0.443367976,0.3686282,Moderate,0.425503716,0.397419511,0.472170574,0.387099432,0.454901031,Moderate,0.399315924,0.447929615,0.39171922,Moderate,0.435729777
575,Manama,Bahrain,Asia,Very high,Arid,Eastern Mediterranean,0.049216446,0.053540562,0.031081038,0.047711403,Exceptionally Low,0.084645353,0.090119155,0.079206171,Exceptionally Low,0.082538527,0.088122536,0.091041988,0.082080546,0.085545756,Exceptionally Low,0.081943449,0.088568813,0.076538721,Exceptionally Low,0.083740068
576,Manaus,Brazil,Latin America and the Caribbean,High,Tropical,Americas,0.267807056,0.282192875,0.215612251,0.235519438,Very Low,0.289735109,0.352206883,0.242375929,Very Low,0.291661791,0.304729783,0.362235275,0.252653023,0.294329835,Very Low,0.308994782,0.354591979,0.253461994,Very Low,0.288413169
577,Manchester,United Kingdom,Europe,Very high,Temperate,Europe,0.382492525,0.480071402,0.257614576,0.432402649,Moderate,0.370634619,0.516696602,0.3322475,Moderate,0.466533006,0.373489149,0.481499877,0.338018298,0.437959644,Moderate,0.368705335,0.417024308,0.325677738,Low,0.366890645
578,Mandalay,Myanmar,Asia,Medium,Tropical,South-East Asia,0.246773991,0.337421822,0.216918644,0.294214762,Very Low,0.329260485,0.408872478,0.290991511,Low,0.359449266,0.328124578,0.391680086,0.287857288,0.351630953,Low,0.325529787,0.383142268,0.289098975,Low,0.335143149
579,Mangaluru,India,Asia,Medium,Tropical,South-East Asia,0.29821009,0.365891197,0.247312689,0.353922487,Low,0.391279257,0.448828958,0.399912786,Moderate,0.458687943,0.317333413,0.434934472,0.323522223,0.443697839,Moderate,0.408718924,0.473970545,0.417053328,Moderate,0.483943591
580,Mansoura,Egypt,Africa,High,Arid,Eastern Mediterranean,0.24774942,0.3682776,0.181044582,0.264009999,Very Low,0.36803457,0.421570597,0.273618541,Low,0.300501679,0.339094398,0.407626071,0.250180203,0.286113867,Very Low,0.333322514,0.395433838,0.243338158,Very Low,0.270720652
581,Maoming,China,Asia,High,Temperate,Western Pacific,0.234795309,0.341484343,0.227132881,0.348293973,Low,0.365708006,0.432533832,0.374430899,Moderate,0.434387423,0.337413579,0.400179724,0.334623694,0.40357974,Moderate,0.31771094,0.378467102,0.316776283,Low,0.384434558
582,Maputo,Mozambique,Africa,Low,Tropical,Africa,0.277729421,0.31436252,0.248745741,0.292597572,Very Low,0.283150586,0.334378347,0.260808104,Low,0.318031334,0.285562155,0.317409088,0.274039114,0.304648219,Low,0.293632853,0.337060919,0.280541386,Low,0.321233425
583,Mar del Plata,Argentina,Latin America and the Caribbean,Very high,Temperate,Americas,0.272788752,0.300222918,0.28011676,0.308503066,Low,0.270571757,0.329455907,0.277975085,Low,0.338562361,0.272522124,0.300989701,0.279897285,0.308936522,Low,0.27754553,0.31318584,0.285139353,Low,0.321629964
584,Maracaibo,Bolivarian Republic of Venezuela,Latin America and the Caribbean,High,Arid,Americas,0.181775153,0.240402418,0.181411999,0.240817031,Very Low,0.198615557,0.217081115,0.200828138,Very Low,0.219902879,0.211318441,0.256405446,0.213845829,0.258389995,Very Low,0.232259065,0.248344403,0.234734927,Very Low,0.251226933
585,Maracay,Bolivarian Republic of Venezuela,Latin America and the Caribbean,High,Tropical,Americas,0.240254782,0.33431726,0.172566126,0.277232937,Very Low,0.285590209,0.343323229,0.294863983,Low,0.357190859,0.318014449,0.409858929,0.3335392,0.432748467,Moderate,0.328762846,0.39564746,0.345723082,Moderate,0.421431769
586,Mardan,Pakistan,Asia,Medium,Arid,Eastern Mediterranean,0.264162923,0.295975551,0.26561468,0.297441709,Very Low,0.339653688,0.391670666,0.339262635,Low,0.391182513,0.326496141,0.354616419,0.327489021,0.356031539,Low,0.284290552,0.334914217,0.285418008,Low,0.336290552
587,Maroua,Cameroon,Africa,Medium,Arid,Africa,0.225639691,0.310879078,0.1778048,0.308290276,Low,0.259737139,0.346589375,0.258641906,Low,0.344870691,0.294674779,0.351547452,0.293987849,0.351251326,Low,0.268962184,0.325378607,0.268455222,Low,0.32578165
588,Marrakesh,Morocco,Africa,Medium,Arid,Eastern Mediterranean,0.169217365,0.182891625,0.112060575,0.159244347,Exceptionally Low,0.243430048,0.268534874,0.218517255,Very Low,0.241472444,0.210195173,0.224927405,0.190861552,0.205828529,Very Low,0.207560753,0.21850499,0.19052407,Very Low,0.201733627
589,Marseille,France,Europe,Very high,Arid,Europe,0.226510508,0.245862241,0.196217737,0.218079129,Very Low,0.270956208,0.287888714,0.236538567,Very Low,0.26305385,0.273493208,0.291183763,0.242443826,0.265045048,Very Low,0.267426521,0.281086514,0.237685516,Very Low,0.249341227
590,Maseru,Lesotho,Africa,Low,Temperate,Africa,0.290906171,0.378830193,0.293636474,0.381281411,Low,0.309731054,0.434017153,0.311496698,Moderate,0.43613957,0.324493187,0.436770975,0.325594744,0.437660096,Moderate,0.327595947,0.419132328,0.328565132,Moderate,0.422673983
591,Mashhad,Islamic Republic of Iran,Asia,High,Arid,Eastern Mediterranean,0.104927496,0.141037163,0.096065373,0.142824656,Exceptionally Low,0.139254876,0.165004403,0.140338776,Exceptionally Low,0.166140494,0.165641573,0.212612587,0.167163111,0.214397433,Very Low,0.136127282,0.168264595,0.137508177,Exceptionally Low,0.170071171
592,Massawa,Eritrea,Africa,Low,Arid,Africa,0.030894899,0.032473051,0.023015776,0.033085985,Exceptionally Low,0.065770792,0.074428449,0.067595921,Exceptionally Low,0.075835221,0.070297451,0.073802651,0.072533103,0.076327141,Exceptionally Low,0.067557746,0.070621605,0.069441314,Exceptionally Low,0.072536529
593,Mataram,Indonesia,Asia,High,Tropical,South-East Asia,0.451707224,0.473882127,0.29729979,0.419884078,Moderate,0.497144759,0.52687342,0.425740655,Moderate,0.461324387,0.469359886,0.497275191,0.385115283,0.415977705,Moderate,0.456771358,0.48749548,0.384343997,Moderate,0.410349621
594,Maturin,Bolivarian Republic of Venezuela,Latin America and the Caribbean,High,Tropical,Americas,0.288378606,0.322849711,0.288338407,0.321642655,Low,0.39019071,0.415993303,0.390963859,Moderate,0.416935645,0.405870187,0.460708707,0.406133491,0.460685872,Moderate,0.412257332,0.430364235,0.412902202,Moderate,0.430364077
595,Mau,India,Asia,Medium,Temperate,South-East Asia,0.233688371,0.353997276,0.22460249,0.326636839,Low,0.290413906,0.347108662,0.290840834,Low,0.347960103,0.314238631,0.323147168,0.314024863,0.323793865,Low,0.31202039,0.447628641,0.311732729,Moderate,0.447739927
596,Mbuji-Mayi,Democratic Republic of the Congo,Africa,Low,Tropical,Africa,0.289437895,0.428685268,0.277016089,0.422565702,Moderate,0.469818484,0.521112212,0.462714824,High,0.518042411,0.45911392,0.512339501,0.452521853,0.503836585,High,0.449739817,0.512771941,0.442555754,High,0.50625547
597,Mecca,Saudi Arabia,Asia,Very high,Arid,Eastern Mediterranean,0.043799819,0.052436404,0.032413797,0.052596138,Exceptionally Low,0.070210314,0.074412567,0.070418854,Exceptionally Low,0.074705109,0.07128937,0.077135323,0.071551161,0.077433507,Exceptionally Low,0.070197707,0.073719933,0.07046641,Exceptionally Low,0.074185801
598,Medan,Indonesia,Asia,High,Tropical,South-East Asia,0.361501823,0.420140286,0.299477663,0.352944263,Low,0.378400106,0.42002369,0.311474324,Low,0.358105421,0.377449835,0.41380521,0.314758423,0.355367217,Low,0.387025685,0.422423922,0.323560936,Low,0.35677888
599,Medellín,Colombia,Latin America and the Caribbean,High,Tropical,Americas,0.280343291,0.355070884,0.27584123,0.347997778,Low,0.348541441,0.38029018,0.346197764,Low,0.377758571,0.372522422,0.400113443,0.367682176,0.396306524,Low,0.368211409,0.390046734,0.362540941,Low,0.386309919
600,Medina,Saudi Arabia,Asia,Very high,Arid,Eastern Mediterranean,0.053382551,0.058645695,0.039928549,0.057850947,Exceptionally Low,0.088723307,0.095288341,0.088855271,Exceptionally Low,0.095478599,0.090883962,0.09360923,0.091106697,0.093831848,Exceptionally Low,0.091412936,0.09298956,0.091657934,Exceptionally Low,0.093441545
601,Meerut,India,Asia,Medium,Temperate,South-East Asia,0.231512207,0.279664878,0.227696824,0.276796239,Very Low,0.307027009,0.372936191,0.303944609,Low,0.369625894,0.3125856,0.377044139,0.309596307,0.373141476,Low,0.311052082,0.387689457,0.308466194,Low,0.384995282
602,Meknes,Morocco,Africa,Medium,Temperate,Eastern Mediterranean,0.187887228,0.27305085,0.179408381,0.265187568,Very Low,0.276765036,0.348344756,0.269107369,Low,0.339369661,0.25460388,0.304889659,0.247013906,0.296207992,Very Low,0.270142442,0.336145369,0.263239987,Low,0.330774334
603,Melbourne,Australia,Oceania,Very high,Temperate,Western Pacific,0.297671448,0.324382067,0.28629398,0.310637197,Low,0.312659664,0.334231681,0.306557668,Low,0.333880688,0.320264279,0.355772592,0.309714759,0.34703965,Low,0.31404326,0.362889844,0.307455407,Low,0.355979678
604,Mendoza,Argentina,Latin America and the Caribbean,Very high,Arid,Americas,0.181034965,0.21454457,0.17585228,0.207082801,Very Low,0.213054429,0.249729347,0.208214888,Very Low,0.244264853,0.215182034,0.243145203,0.21529259,0.243350933,Very Low,0.215248883,0.252243491,0.21351927,Very Low,0.247609502
605,Mérida,Mexico,Latin America and the Caribbean,High,Tropical,Americas,0.230448508,0.286276761,0.204587745,0.260045875,Very Low,0.303881239,0.349730419,0.288017243,Low,0.327228088,0.299542583,0.336933396,0.289469833,0.322966699,Low,0.313810388,0.361714491,0.301705407,Low,0.346117244
606,Mersin,Turkey,Asia,Very high,Temperate,Europe,0.210559329,0.240566044,0.193355701,0.219201942,Very Low,0.218892932,0.24090312,0.21826184,Very Low,0.238672674,0.200619063,0.220943038,0.194983278,0.215983126,Very Low,0.214057952,0.22018748,0.209029359,Very Low,0.216547624
607,Mexicali,Mexico,Latin America and the Caribbean,High,Arid,Americas,0.086951288,0.098231073,0.075452946,0.085550775,Exceptionally Low,0.125943143,0.130522812,0.114488421,Exceptionally Low,0.119440397,0.120898865,0.124034991,0.111349819,0.115500764,Exceptionally Low,0.112223836,0.122274626,0.102288307,Exceptionally Low,0.114471263
608,Mexico City,Mexico,Latin America and the Caribbean,High,Temperate,Americas,0.199666911,0.213574564,0.140775227,0.148641748,Exceptionally Low,0.24695942,0.308920583,0.184747677,Very Low,0.227018915,0.23188521,0.260589788,0.179543546,0.198719005,Exceptionally Low,0.234982745,0.296774627,0.179312658,Very Low,0.21258449
609,Miami,United States of America,Northern America,Very high,Tropical,Americas,0.281810643,0.295242286,0.263944833,0.279194846,Very Low,0.326125101,0.339636887,0.310544633,Low,0.325934652,0.32544505,0.343045672,0.310307456,0.327647608,Low,0.328014805,0.333789031,0.311524499,Low,0.316843635
610,Mianyang,China,Asia,High,Temperate,Western Pacific,0.162231656,0.212611103,0.139563267,0.185809551,Exceptionally Low,0.199227283,0.348100606,0.180207892,Low,0.323029283,0.190607736,0.376898133,0.174775506,0.357738185,Low,0.234235977,0.388142548,0.213845553,Low,0.355840189
611,Milan,Italy,Europe,Very high,Temperate,Europe,0.261003707,0.353473646,0.246385119,0.332366055,Low,0.346270045,0.388603306,0.327662801,Low,0.369362054,0.35771269,0.440247162,0.340770432,0.420905754,Moderate,0.361963017,0.424089898,0.345713406,Moderate,0.40727896
612,Milwaukee,United States of America,Northern America,Very high,Continental,Americas,0.296950332,0.451635972,0.273804137,0.419073838,Moderate,0.353822882,0.475538025,0.32114685,Moderate,0.446566919,0.335003737,0.472584787,0.311814399,0.448926042,Moderate,0.336829607,0.460437593,0.310711648,Moderate,0.435563255
613,Minneapolis [Saint Paul],United States of America,Northern America,Very high,Continental,Americas,0.295752829,0.471202735,0.295358342,0.466312521,Moderate,0.297745513,0.504396525,0.294516046,High,0.501659516,0.358491132,0.505970688,0.361214881,0.504928736,High,0.364326645,0.475135906,0.364392792,Moderate,0.474761203
614,Minsk,Belarus,Europe,Very high,Continental,Europe,0.30269697,0.419257246,0.22255721,0.41194255,Moderate,0.251286621,0.349832685,0.249189162,Low,0.347719725,0.303639146,0.434753257,0.294258643,0.425075394,Moderate,0.252151458,0.377690621,0.244201705,Low,0.367266488
615,Mirzapur,India,Asia,Medium,Temperate,South-East Asia,0.214315406,0.318557235,0.19320208,0.258557043,Very Low,0.281645234,0.339002255,0.280962918,Low,0.338244906,0.320919533,0.363684112,0.319590966,0.362226183,Low,0.297571778,0.388219495,0.297133176,Low,0.387514174
616,Mogadishu,Somalia,Africa,Medium,Arid,Eastern Mediterranean,0.153081011,0.172483588,0.042543606,0.16967675,Exceptionally Low,0.172906742,0.18158847,0.171139738,Exceptionally Low,0.179273749,0.165927109,0.183181604,0.166134491,0.180073292,Exceptionally Low,0.154678268,0.160402672,0.154210057,Exceptionally Low,0.159466186
617,Mojokerto,Indonesia,Asia,High,Tropical,South-East Asia,0.403058099,0.44464406,0.161465435,0.356264144,Low,0.420589662,0.462294158,0.402388695,Moderate,0.438699805,0.407965735,0.440845039,0.386771027,0.417846393,Moderate,0.390712192,0.436480777,0.373493677,Moderate,0.411539893
618,Mokolo,Cameroon,Africa,Medium,Tropical,Africa,0.233095555,0.312529949,0.165313256,0.277858083,Very Low,0.300607316,0.402510769,0.297708122,Low,0.396905191,0.315959512,0.500119153,0.313187713,0.497309614,Moderate,0.287686588,0.38600369,0.284562881,Low,0.3829809
619,Mombasa,Kenya,Africa,Medium,Tropical,Africa,0.189280994,0.223097762,0.088169362,0.212325848,Very Low,0.230129957,0.287699953,0.213135752,Very Low,0.268548946,0.28821455,0.308882113,0.268514389,0.28836904,Very Low,0.210843851,0.229970249,0.200591506,Very Low,0.213239113
620,Monaco,France;Monaco,Europe,Very high,Temperate,Europe,0.180207416,0.202976247,0.149678854,0.167607007,Exceptionally Low,0.227904138,0.243603405,0.186770722,Exceptionally Low,0.199774235,0.222110969,0.237550539,0.180578929,0.201545504,Very Low,0.225075445,0.229892993,0.187323745,Exceptionally Low,0.190370206
621,Monrovia,Liberia,Africa,Low,Tropical,Africa,0.255661816,0.292411523,0.125075278,0.28786057,Very Low,0.238841554,0.298568481,0.232136598,Very Low,0.295823565,0.262946741,0.322581114,0.149455694,0.316256335,Low,0.295264865,0.341542778,0.219251452,Low,0.321443172
622,Monterrey,Mexico,Latin America and the Caribbean,High,Arid,Americas,0.214418291,0.258040159,0.172796534,0.209378599,Very Low,0.256284335,0.294981354,0.219188359,Very Low,0.24996309,0.223705523,0.267876527,0.200794035,0.242052156,Very Low,0.201200324,0.240263751,0.17944187,Very Low,0.210408249
623,Montevideo,Uruguay,Latin America and the Caribbean,Very high,Temperate,Americas,0.27430704,0.310032207,0.180563403,0.257742336,Very Low,0.270804742,0.325794778,0.226554636,Very Low,0.282746188,0.270411126,0.290323112,0.226223392,0.25102754,Very Low,0.290056554,0.304758722,0.246116603,Very Low,0.266078932
624,Montreal,Canada,Northern America,Very high,Continental,Americas,0.239609943,0.377525467,0.232154551,0.365945259,Low,0.283186069,0.399114383,0.276362455,Low,0.389558111,0.249590096,0.372574968,0.244024565,0.367934512,Low,0.261901832,0.338896703,0.24213364,Low,0.32836081
625,Moradabad,India,Asia,Medium,Temperate,South-East Asia,0.27558714,0.321768666,0.257945661,0.316868381,Low,0.365738463,0.422212174,0.362587406,Moderate,0.417789499,0.32439334,0.344511981,0.322575604,0.339993556,Low,0.351746316,0.394346954,0.349156705,Low,0.390055646
626,Morelia,Mexico,Latin America and the Caribbean,High,Temperate,Americas,0.22562096,0.275038758,0.180367269,0.218222373,Very Low,0.279412216,0.332582559,0.230750761,Very Low,0.26902429,0.243249239,0.296829179,0.20485853,0.242738,Very Low,0.239930641,0.295225507,0.20062476,Very Low,0.240219061
627,Moriyama [Otsu],Japan,Asia,Very high,Temperate,Western Pacific,0.203657236,0.244301775,0.218585384,0.262843015,Very Low,0.245499644,0.334704117,0.263772389,Low,0.370826188,0.234131865,0.304697783,0.251901722,0.335440552,Low,0.23013633,0.315504935,0.24535634,Low,0.34283325
628,Moscow,Russian Federation,Europe,Very high,Continental,Europe,0.302254453,0.42395502,0.201994316,0.38520627,Low,0.285654114,0.420760911,0.265932847,Low,0.384768447,0.227987947,0.429368446,0.205410017,0.39226034,Low,0.297239792,0.483658893,0.277473135,Moderate,0.454293412
629,Mosul,Iraq,Asia,Medium,Temperate,Eastern Mediterranean,0.125180461,0.142952819,0.087943066,0.133728715,Exceptionally Low,0.178933359,0.222542525,0.172356128,Very Low,0.215936791,0.170327485,0.224510293,0.165747329,0.220358925,Very Low,0.141840788,0.152962077,0.136227218,Exceptionally Low,0.14528127
630,Mudanjiang,China,Asia,High,Continental,Western Pacific,0.185830135,0.348482225,0.157636666,0.291679916,Very Low,0.227824343,0.38119806,0.197416587,Low,0.331989622,0.187539748,0.387649835,0.167250087,0.337294452,Low,0.211522323,0.375439714,0.185595719,Low,0.325905965
631,Multan,Pakistan,Asia,Medium,Arid,Eastern Mediterranean,0.202626788,0.231107755,0.19082162,0.211036139,Very Low,0.275108047,0.31000974,0.261619785,Very Low,0.294899907,0.282191617,0.294585329,0.265718875,0.272305001,Very Low,0.241025506,0.263498871,0.224199233,Very Low,0.24605628
632,Mumbai,India,Asia,Medium,Tropical,South-East Asia,0.221207214,0.342190525,0.081924169,0.160588051,Exceptionally Low,0.246813198,0.309118243,0.240532408,Very Low,0.276650948,0.250206362,0.312592108,0.235076283,0.292299299,Very Low,0.255356046,0.312199447,0.250773623,Very Low,0.297634758
633,Munich,Germany,Europe,Very high,Continental,Europe,0.283872972,0.456945967,0.27717751,0.445184927,Moderate,0.362460482,0.459137647,0.355535949,Moderate,0.455050611,0.390460121,0.502568808,0.380252671,0.491054391,Moderate,0.379998232,0.532383031,0.369452703,High,0.519412219
634,Muzaffarnagar,India,Asia,Medium,Temperate,South-East Asia,0.278812519,0.290376616,0.27411315,0.289954528,Very Low,0.310376825,0.40888876,0.310877186,Moderate,0.409714347,0.341719193,0.393711327,0.341772745,0.394449072,Low,0.33742738,0.421187378,0.337502873,Moderate,0.421417449
635,Muzaffarpur,India,Asia,Medium,Temperate,South-East Asia,0.314892081,0.339722145,0.208364574,0.326034591,Low,0.371929932,0.416086581,0.35424024,Low,0.397977563,0.336208081,0.388059033,0.325396261,0.36056386,Low,0.27642484,0.325259307,0.260684388,Very Low,0.297666516
636,Mwanza,United Republic of Tanzania,Africa,Low,Tropical,Eastern Mediterranean,0.284501534,0.417638305,0.250296596,0.396608336,Low,0.378843479,0.45798847,0.365459423,Moderate,0.438631393,0.362653362,0.42507336,0.353699868,0.411100359,Moderate,0.356173582,0.408542744,0.349549934,Low,0.399471925
637,My Tho,Vietnam,Asia,High,Tropical,Western Pacific,0.363478882,0.381403696,0.317500441,0.357947546,Low,0.422351321,0.453309869,0.39889725,Moderate,0.433422103,0.386109903,0.429406478,0.361224151,0.401968188,Moderate,0.391324942,0.443378802,0.365507418,Moderate,0.413100741
638,Mymensingh,Bangladesh,Asia,Medium,Tropical,South-East Asia,0.362360723,0.519797369,0.257258413,0.51864746,High,0.389615583,0.502111025,0.389795581,High,0.501530426,0.412654557,0.514292002,0.411923171,0.513741446,High,0.367166099,0.512486423,0.27492251,High,0.511096826
639,Mysuru,India,Asia,Medium,Arid,South-East Asia,0.264349648,0.308421662,0.168971587,0.23709482,Very Low,0.354854434,0.414205802,0.352585662,Moderate,0.410482331,0.378671228,0.453833748,0.376097453,0.451672217,Moderate,0.302883261,0.362309918,0.299508114,Low,0.359645945
640,Nagoya,Japan,Asia,Very high,Temperate,Western Pacific,0.201349749,0.25674453,0.181632849,0.236238295,Very Low,0.238821112,0.299087009,0.219955605,Very Low,0.276248054,0.258996288,0.348408755,0.23798973,0.317805051,Low,0.246369075,0.309832837,0.227229465,Very Low,0.282878502
641,Nagpur,India,Asia,Medium,Tropical,South-East Asia,0.188576732,0.245286525,0.092090546,0.235705303,Very Low,0.302398883,0.381448048,0.305046472,Low,0.380204362,0.219361982,0.301984994,0.217935088,0.302848923,Low,0.267730603,0.364203505,0.270224294,Low,0.362568201
642,Naha,Japan,Asia,Very high,Temperate,Western Pacific,0.245403956,0.282933805,0.155288798,0.229338267,Very Low,0.276497082,0.316576767,0.245690022,Very Low,0.283949248,0.292187912,0.320782994,0.258060406,0.283093645,Very Low,0.283982301,0.314455332,0.253506947,Very Low,0.284414472
643,Nairobi,Kenya,Africa,Medium,Temperate,Africa,0.297775972,0.299057788,0.121035002,0.251200838,Very Low,0.333389198,0.367287907,0.261330079,Very Low,0.291841306,0.374829613,0.407018374,0.287924243,0.313215265,Low,0.307542697,0.346771846,0.23638322,Very Low,0.267059555
644,Najaf,Iraq,Asia,Medium,Arid,Eastern Mediterranean,0.087619974,0.106195222,0.070103043,0.103960791,Exceptionally Low,0.11072521,0.124133533,0.115071179,Exceptionally Low,0.129914297,0.108706202,0.12126092,0.111167118,0.125021543,Exceptionally Low,0.11514695,0.119210324,0.118028187,Exceptionally Low,0.123414046
645,Namangan,Uzbekistan,Asia,High,Arid,Europe,0.225117137,0.302620462,0.225135226,0.302343687,Low,0.216943163,0.28509643,0.217449151,Very Low,0.285678063,0.218112717,0.293117392,0.218378597,0.293586955,Very Low,0.218659808,0.27841897,0.218969828,Very Low,0.278788114
646,Nampula,Mozambique,Africa,Low,Tropical,Africa,0.298411426,0.363684205,0.282302755,0.365403517,Low,0.275622993,0.325835158,0.277030988,Low,0.327074299,0.26911893,0.333581092,0.269086709,0.333943751,Low,0.281056711,0.355431952,0.280867919,Low,0.355365818
647,Nanchang,China,Asia,High,Temperate,Western Pacific,0.165817071,0.216088561,0.116077074,0.156832641,Exceptionally Low,0.205780262,0.296316185,0.157226822,Very Low,0.228148888,0.23357821,0.284528641,0.193116986,0.222374011,Very Low,0.218651373,0.316322024,0.18897465,Very Low,0.269774781
648,Nanchong,China,Asia,High,Temperate,Western Pacific,0.159403058,0.29067632,0.13881614,0.257183374,Very Low,0.24246807,0.329117251,0.226875643,Low,0.325788519,0.281447376,0.336840601,0.274030571,0.33140479,Low,0.220830826,0.35445682,0.218535916,Low,0.351511243
649,Nanded-Waghala,India,Asia,Medium,Tropical,South-East Asia,0.227292389,0.384226255,0.220444865,0.380529842,Low,0.276589139,0.327732152,0.276082166,Low,0.326320107,0.286297701,0.353322358,0.282586517,0.347104242,Low,0.30555113,0.367196014,0.301311997,Low,0.360380778
650,Nanjing,China,Asia,High,Temperate,Western Pacific,0.160918218,0.221851201,0.124175516,0.174807338,Exceptionally Low,0.254595269,0.317720834,0.223883953,Very Low,0.296516391,0.235391767,0.296657368,0.205272052,0.267474556,Very Low,0.285318488,0.349958118,0.262934988,Low,0.321144941
651,Nanning,China,Asia,High,Temperate,Western Pacific,0.174120033,0.21249704,0.135262457,0.165089896,Exceptionally Low,0.237306845,0.276438754,0.208485475,Very Low,0.25726352,0.248845072,0.284411166,0.236153792,0.28042514,Very Low,0.213764943,0.256616513,0.198987786,Very Low,0.247455752
652,Nanpara,India,Asia,Medium,Temperate,South-East Asia,0.242302453,0.309342323,0.223626203,0.313218798,Low,0.327170146,0.447568992,0.327526061,Moderate,0.448149403,0.349364973,0.399858007,0.349407188,0.397535968,Low,0.328985309,0.397303929,0.329213934,Low,0.395999222
653,Nantong,China,Asia,High,Temperate,Western Pacific,0.235703452,0.319413835,0.169026601,0.240589101,Very Low,0.226652279,0.257965813,0.192389539,Very Low,0.242802372,0.231656932,0.298242661,0.202068286,0.263894559,Very Low,0.232134247,0.298618,0.204959642,Very Low,0.277706146
654,Nanyang,China,Asia,High,Temperate,Western Pacific,0.157700489,0.240612246,0.122290399,0.179650891,Exceptionally Low,0.249814932,0.334057392,0.20813918,Very Low,0.280432914,0.274502876,0.38128078,0.23113991,0.325681252,Low,0.294443823,0.353870597,0.25446623,Low,0.303125009
